anchor_p,actual_q,actual_offset,candidate_count,structural_survivor_count,structural_survivors,rule_x_survivor_count,rule_x_survivors,rule_x_true_rejected,survivor_lock_survivor_count,survivor_lock_survivors,survivor_lock_true_rejected,label_active_survivor_count,label_active_survivors,label_resolved_survivor_count,label_resolved_survivors,label_unresolved_survivor_count,label_unresolved_survivors,label_lock_true_rejected,label_lock_unique_resolved,label_lock_unique_resolved_match,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,exact_survivor_count,exact_survivors,exact_unique_match
1231,1237,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,15,"[6, 18, 28, 46, 48, 52, 58, 60, 66, 70, 72, 76, 88, 90, 96]",1,[6],14,"[18, 28, 46, 48, 52, 58, 60, 66, 70, 72, 76, 88, 90, 96]",False,False,False,1232,1,20,1233,2,6,1234,3,4,,,,1234,3,4,,,,1,[6],True
1237,1249,12,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,15,"[12, 22, 40, 42, 46, 52, 54, 60, 64, 66, 70, 82, 84, 90, 124]",1,[12],14,"[22, 40, 42, 46, 52, 54, 60, 64, 66, 70, 82, 84, 90, 124]",False,False,False,1238,1,4,,,,1238,1,4,,,,1238,1,4,,,,1,[12],True
1249,1259,10,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,32,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120]",False,17,"[10, 28, 30, 34, 40, 42, 48, 52, 54, 58, 70, 72, 78, 112, 118, 120, 124]",1,[10],16,"[28, 30, 34, 40, 42, 48, 52, 54, 58, 70, 72, 78, 112, 118, 120, 124]",False,False,False,1250,1,10,1251,2,6,1253,4,4,1369,120,3,1253,4,4,,,,1,[10],True
1259,1277,18,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,30,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110]",False,17,"[18, 20, 24, 30, 32, 38, 42, 44, 48, 60, 62, 68, 102, 108, 110, 114, 122]",1,[18],16,"[20, 24, 30, 32, 38, 42, 44, 48, 60, 62, 68, 102, 108, 110, 114, 122]",False,False,False,1260,1,36,1261,2,4,1261,2,4,1369,110,3,1261,2,4,,,,1,[18],True
1277,1279,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1278,1,12,1281,4,8,1278,1,12,1281,4,8,1278,1,12,1281,4,8,1,[2],True
1279,1283,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,24,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90]",False,16,"[4, 10, 12, 18, 22, 24, 28, 40, 42, 48, 82, 88, 90, 94, 102, 120]",1,[4],15,"[10, 12, 18, 22, 24, 28, 40, 42, 48, 82, 88, 90, 94, 102, 120]",False,False,False,1280,1,18,1281,2,8,1282,3,4,1369,90,3,1282,3,4,,,,1,[4],True
1283,1289,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,23,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86]",False,16,"[6, 8, 14, 18, 20, 24, 36, 38, 44, 78, 84, 86, 90, 98, 116, 126]",1,[6],15,"[8, 14, 18, 20, 24, 36, 38, 44, 78, 84, 86, 90, 98, 116, 126]",False,False,False,1284,1,12,1285,2,4,1285,2,4,1369,86,3,1285,2,4,,,,1,[6],True
1289,1291,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1290,1,16,1292,3,12,1290,1,16,1292,3,12,1290,1,16,1292,3,12,1,[2],True
1291,1297,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,21,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78]",False,14,"[6, 10, 12, 16, 28, 30, 36, 70, 76, 78, 82, 90, 108, 118]",1,[6],13,"[10, 12, 16, 28, 30, 36, 70, 76, 78, 82, 90, 108, 118]",False,False,False,1292,1,12,1293,2,4,1293,2,4,1369,78,3,1293,2,4,,,,1,[6],True
1297,1301,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,20,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72]",False,14,"[4, 6, 10, 22, 24, 30, 64, 70, 72, 76, 84, 102, 112, 126]",1,[4],13,"[6, 10, 22, 24, 30, 64, 70, 72, 76, 84, 102, 112, 126]",False,False,False,1298,1,8,1299,2,4,1299,2,4,1369,72,3,1299,2,4,,,,1,[4],True
1301,1303,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1302,1,16,1304,3,8,1302,1,16,1304,3,8,1302,1,16,1304,3,8,1,[2],True
1303,1307,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,18,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66]",False,14,"[4, 16, 18, 24, 58, 64, 66, 70, 78, 96, 106, 120, 124, 126]",1,[4],13,"[16, 18, 24, 58, 64, 66, 70, 78, 96, 106, 120, 124, 126]",False,False,False,1304,1,8,1306,3,4,1306,3,4,1369,66,3,1306,3,4,,,,1,[4],True
1307,1319,12,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,17,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62]",False,14,"[12, 14, 20, 54, 60, 62, 66, 74, 92, 102, 116, 120, 122, 126]",1,[12],13,"[14, 20, 54, 60, 62, 66, 74, 92, 102, 116, 120, 122, 126]",False,False,False,1308,1,12,1309,2,8,1313,6,4,1369,62,3,1313,6,4,,,,1,[12],True
1319,1321,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1320,1,32,1322,3,4,1320,1,32,1322,3,4,1320,1,32,1322,3,4,1,[2],True
1321,1327,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",13,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48]",False,13,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48]",False,14,"[6, 40, 46, 48, 52, 60, 78, 88, 102, 106, 108, 112, 118, 126]",1,[6],13,"[40, 46, 48, 52, 60, 78, 88, 102, 106, 108, 112, 118, 126]",False,False,False,1322,1,4,1369,48,3,1322,1,4,1369,48,3,1322,1,4,,,,1,[6],True
1327,1361,34,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,12,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42]",False,15,"[34, 40, 42, 46, 54, 72, 82, 96, 100, 102, 106, 112, 120, 124, 126]",1,[34],14,"[40, 42, 46, 54, 72, 82, 96, 100, 102, 106, 112, 120, 124, 126]",False,False,False,1328,1,10,1329,2,4,1329,2,4,1369,42,3,1329,2,4,,,,1,[34],True
1361,1367,6,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,3,"[2, 6, 8]",False,20,"[6, 8, 12, 20, 38, 48, 62, 66, 68, 72, 78, 86, 90, 92, 98, 110, 120, 122, 126, 128]",1,[6],19,"[8, 12, 20, 38, 48, 62, 66, 68, 72, 78, 86, 90, 92, 98, 110, 120, 122, 126, 128]",False,False,False,1362,1,8,1363,2,4,1363,2,4,1369,8,3,1363,2,4,,,,1,[6],True
1367,1373,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,1,[2],1,[2],0,[],True,True,False,1368,1,24,1369,2,3,1369,2,3,,,,1368,1,24,1370,3,8,1,[6],True
1373,1381,8,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",1,[6],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,19,"[8, 26, 36, 50, 54, 56, 60, 66, 74, 78, 80, 86, 98, 108, 110, 114, 116, 120, 126]",1,[8],18,"[26, 36, 50, 54, 56, 60, 66, 74, 78, 80, 86, 98, 108, 110, 114, 116, 120, 126]",False,False,False,1374,1,8,1379,6,4,1379,6,4,,,,1379,6,4,,,,1,[8],True
1381,1399,18,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,18,"[18, 28, 42, 46, 48, 52, 58, 66, 70, 72, 78, 90, 100, 102, 106, 108, 112, 118]",1,[18],17,"[28, 42, 46, 48, 52, 58, 66, 70, 72, 78, 90, 100, 102, 106, 108, 112, 118]",False,False,False,1382,1,4,,,,1382,1,4,,,,1382,1,4,,,,1,[18],True
1399,1409,10,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,20,"[10, 24, 28, 30, 34, 40, 48, 52, 54, 60, 72, 82, 84, 88, 90, 94, 100, 112, 118, 124]",1,[10],19,"[24, 28, 30, 34, 40, 48, 52, 54, 60, 72, 82, 84, 88, 90, 94, 100, 112, 118, 124]",False,False,False,1400,1,24,1401,2,4,1401,2,4,,,,1401,2,4,,,,1,[10],True
1409,1423,14,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,20,"[14, 18, 20, 24, 30, 38, 42, 44, 50, 62, 72, 74, 78, 80, 84, 90, 102, 108, 114, 122]",1,[14],19,"[18, 20, 24, 30, 38, 42, 44, 50, 62, 72, 74, 78, 80, 84, 90, 102, 108, 114, 122]",False,False,False,1410,1,16,1411,2,4,1411,2,4,,,,1411,2,4,,,,1,[14],True
1423,1427,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,3,"[4, 6, 10]",False,3,"[4, 6, 10]",1,[4],2,"[6, 10]",False,False,False,1424,1,10,1426,3,8,1426,3,8,1436,13,6,1426,3,8,1436,13,6,1,[4],True
1427,1429,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1428,1,24,1430,3,16,1428,1,24,1430,3,16,1428,1,24,1430,3,16,1,[2],True
1429,1433,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,1,[4],False,1,[4],1,[4],0,[],False,True,True,1430,1,16,1431,2,8,1431,2,8,1436,7,6,1431,2,8,1436,7,6,1,[4],True
1433,1439,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,20,"[6, 14, 18, 20, 26, 38, 48, 50, 54, 56, 60, 66, 78, 84, 90, 98, 110, 116, 120, 126]",1,[6],19,"[14, 18, 20, 26, 38, 48, 50, 54, 56, 60, 66, 78, 84, 90, 98, 110, 116, 120, 126]",False,False,False,1434,1,8,1436,3,6,1437,4,4,,,,1437,4,4,,,,1,[6],True
1439,1447,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,20,"[8, 12, 14, 20, 32, 42, 44, 48, 50, 54, 60, 72, 78, 84, 92, 104, 110, 114, 120, 128]",1,[8],19,"[12, 14, 20, 32, 42, 44, 48, 50, 54, 60, 72, 78, 84, 92, 104, 110, 114, 120, 128]",False,False,False,1440,1,36,1441,2,4,1441,2,4,,,,1441,2,4,,,,1,[8],True
1447,1451,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",2,"[4, 6]",False,2,"[4, 6]",False,2,"[4, 6]",1,[4],1,[6],False,False,False,1448,1,8,1454,7,4,1448,1,8,1454,7,4,1448,1,8,1454,7,4,1,[4],True
1451,1453,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1452,1,18,1454,3,4,1452,1,18,1454,3,4,1452,1,18,1454,3,4,1,[2],True
1453,1459,6,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,19,"[6, 18, 28, 30, 34, 36, 40, 46, 58, 64, 70, 78, 90, 96, 100, 106, 114, 118, 126]",1,[6],18,"[18, 28, 30, 34, 36, 40, 46, 58, 64, 70, 78, 90, 96, 100, 106, 114, 118, 126]",False,False,False,1454,1,4,,,,1454,1,4,,,,1454,1,4,,,,1,[6],True
1459,1471,12,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,19,"[12, 22, 24, 28, 30, 34, 40, 52, 58, 64, 72, 84, 90, 94, 100, 108, 112, 120, 124]",1,[12],18,"[22, 24, 28, 30, 34, 40, 52, 58, 64, 72, 84, 90, 94, 100, 108, 112, 120, 124]",False,False,False,1460,1,12,1461,2,4,1461,2,4,,,,1461,2,4,,,,1,[12],True
1471,1481,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,20,"[10, 12, 16, 18, 22, 28, 40, 46, 52, 60, 72, 78, 82, 88, 96, 100, 108, 112, 120, 126]",1,[10],19,"[12, 16, 18, 22, 28, 40, 46, 52, 60, 72, 78, 82, 88, 96, 100, 108, 112, 120, 126]",False,False,False,1472,1,14,1473,2,4,1473,2,4,,,,1473,2,4,,,,1,[10],True
1481,1483,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1482,1,16,1484,3,12,1482,1,16,1484,3,12,1482,1,16,1484,3,12,1,[2],True
1483,1487,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,21,"[4, 6, 10, 16, 28, 34, 40, 48, 60, 66, 70, 76, 84, 88, 96, 100, 108, 114, 118, 124, 126]",1,[4],20,"[6, 10, 16, 28, 34, 40, 48, 60, 66, 70, 76, 84, 88, 96, 100, 108, 114, 118, 124, 126]",False,False,False,1484,1,12,1486,3,4,1486,3,4,,,,1486,3,4,,,,1,[4],True
1487,1489,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,1488,1,20,1490,3,8,1488,1,20,1490,3,8,1488,1,20,1490,3,8,1,[2],True
1489,1493,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,1,[4],False,1,[4],1,[4],0,[],False,True,True,1490,1,8,1492,3,6,1492,3,6,1497,8,4,1492,3,6,1497,8,4,1,[4],True
1493,1499,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,21,"[6, 18, 24, 30, 38, 50, 56, 60, 66, 74, 78, 86, 90, 98, 104, 108, 114, 116, 120, 126, 128]",1,[6],20,"[18, 24, 30, 38, 50, 56, 60, 66, 74, 78, 86, 90, 98, 104, 108, 114, 116, 120, 126, 128]",False,False,False,1494,1,12,1495,2,8,1497,4,4,,,,1497,4,4,,,,1,[6],True
1499,1511,12,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,21,"[12, 18, 24, 32, 44, 50, 54, 60, 68, 72, 80, 84, 92, 98, 102, 108, 110, 114, 120, 122, 128]",1,[12],20,"[18, 24, 32, 44, 50, 54, 60, 68, 72, 80, 84, 92, 98, 102, 108, 110, 114, 120, 122, 128]",False,False,False,1500,1,24,1501,2,4,1501,2,4,,,,1501,2,4,,,,1,[12],True
1511,1523,12,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",False,21,"[6, 12, 20, 32, 38, 42, 48, 56, 60, 68, 72, 80, 86, 90, 96, 98, 102, 108, 110, 116, 126]",1,[6],20,"[12, 20, 32, 38, 42, 48, 56, 60, 68, 72, 80, 86, 90, 96, 98, 102, 108, 110, 116, 126]",False,False,False,1512,1,32,1513,2,4,1513,2,4,,,,1513,2,4,,,,1,[12],True
1523,1531,8,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,19,"[8, 20, 26, 30, 36, 44, 48, 56, 60, 68, 74, 78, 84, 86, 90, 96, 98, 104, 114]",1,[8],18,"[20, 26, 30, 36, 44, 48, 56, 60, 68, 74, 78, 84, 86, 90, 96, 98, 104, 114]",False,False,False,1524,1,12,1525,2,6,1527,4,4,,,,1527,4,4,,,,1,[8],True
